codeAiot;numeroRubrique;nature;alinea;regimeAutoriseAlinea;quantiteTotale;unite;dateMotif
"0005208110";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"3200.0";"m2";
"0005208110";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"380.0";"m3";
"0005208110";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"2";"Déclaration avec contrôle";"1000.0";"m3";
"0005204771";"2910";Combustion;"A.1";Enregistrement;"38.400";MW;"24/12/2025"
"0005207227";"2221";"Supérieure à 4t/j";"1";Enregistrement;"9.0";"t/j";
"0005207227";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"2.0";kW;
"0005205182";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1150.0";kW;
"0005205182";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"25000.0";"hL/an";
"0005208911";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1251.0";"m3";
"0005208911";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"446.0";"m3";
"0005208911";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"280.0";kW;
"0005208911";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"2649.0";"m3";
"0005208911";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.99";t;
"0005208911";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"18710.0";"m2";
"0005207752";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"9000.0";"m2";
"0005207752";"2710";"collecte de déchets non dangereux-DC";"2.b";"Déclaration avec contrôle";"160.0";"m3";
"0005207752";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0005207752";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"50.0";t;
"0100014534";"2781";"Installations de méthanisation de déchets non dangereux";"1.b";Enregistrement;"80.000";"t/j";"13/03/2024"
"0005201026";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"1500.000";"m3";"31/10/2019"
"0005201026";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.c";Déclaration;"29.900";"t/j";"31/10/2019"
"0005201026";"3540";"Installation de stockage de déchets de plus de 25 000 t de capacité";"1";Autorisation;"35000.000";t;"31/10/2019"
"0005201026";"2760";"Autres installations que celles mentionnées au a";"2.b";Autorisation;;;"31/10/2019"
"0005201026";"2780";"Installations de traitement aérobie de déchets non dangereux";"2.c";Déclaration;"8.000";"t/j";"31/10/2019"
"0005201026";"2910";Combustion;"B.2";Autorisation;"1.600";MW;"31/10/2019"
"0005201026";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"850.000";"m3";"31/10/2019"
"0005200330";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"99.0";t;
"0005200330";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"10000.0";"m3";
"0005207372";"2221";"Supérieure à 4t/j";"1";Enregistrement;"8.5";"t/j";
"0005207384";"2340";"Blanchisseries, laveries de linge";"1";Enregistrement;"7.78";"t/j";
"0005207384";"2910";Combustion;"A.2";"Déclaration avec contrôle";"16.32";MW;
"0005205424";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0005201378";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"3.b";Déclaration;"1.26";t;
"0005201378";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"376.0";kW;
"0005201378";"2561";"Trempé recuit, revenu des métaux et alliages";;"Déclaration avec contrôle";;;
"0005201378";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"41.5";kW;
"0005201378";"1414";"Gaz inflammables liquéfiés (remplissage ou distribution)";"3";"Déclaration avec contrôle";;;
"0005201378";"2552";"Fonderie (fabrication de produits moulés) métaux et alliages non ferreux";"1";Autorisation;"10.0";"t/j";
"0005212325";"2781";"Installations de méthanisation de déchets non dangereux";"1.a";Autorisation;"144.300";"t/j";"06/11/2019"
"0005212325";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.c";Déclaration;"27.000";"t/j";"06/11/2019"
"0005212325";"2910";Combustion;"B.1";Enregistrement;"9.700";MW;"06/11/2019"
"0005212325";"2240";"Supérieure à 10 t/j";"B.2.a";Enregistrement;"47.000";"t/j";"06/11/2019"
"0005212325";"2781";"Installations de méthanisation de déchets non dangereux";"2.a";Autorisation;"18.200";"t/j";"06/11/2019"
"0005212325";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.000";MW;"06/11/2019"
"0005212325";"4310";"Gaz inflammables catégorie 1 et 2";"2";"Déclaration avec contrôle";"3.000";t;"06/11/2019"
"0005212325";"3532";"Valorisation de déchets non dangereux";;Autorisation;"162.500";"t/j";"06/11/2019"
"0005201064";"2910";Combustion;"A.2";"Déclaration avec contrôle";"5.660";MW;"08/03/2021"
"0005201064";"4120";"Toxicité aiguë catégorie 2";"2.a";Autorisation;"22.000";t;"08/03/2021"
"0005201064";"2565";"Cyanures, volume des cuves supérieur à 200 l";"1.b";Enregistrement;"18490.000";l;"08/03/2021"
"0005201064";"4110";"Toxicité aiguë catégorie 1";"1.a";Autorisation;"2.600";t;"08/03/2021"
"0005201064";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"1000.000";kW;"08/03/2021"
"0005212784";"2915";"Chauffage (procédé de) fluide caloporteur organique combustible";"2";Déclaration;"3000.0";L;
"0005212784";"2521";"Centrale d'enrobage à chaud";"1";Enregistrement;;;
"0005212784";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"400.0";kW;
"0005212784";"1435";"Stations-service";"2";"Déclaration avec contrôle";"110.0";"m3";
"0005201294";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"20000.000";"m3";"19/08/2013"
"0005201294";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.860";MW;"19/08/2013"
"0005201294";"2410";"Supérieur à 250 kW";"1";Enregistrement;"900.000";kW;"19/08/2013"
"0005201294";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1100.000";"m3";"19/08/2013"
"0005201036";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"2";Autorisation;;;"06/07/2016"
"0005201036";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"1.a";Autorisation;"900.000";"m3/h";"06/07/2016"
"0005201036";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.a";Autorisation;;;"06/07/2016"
"0005201036";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.300";MW;"06/07/2016"
"0005200447";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"1";Autorisation;;;"10/04/2024"
"0005200447";"2661";"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)";"1.c";Déclaration;"8.000";"t/j";"18/11/2016"
"0005200447";"1510";"Entrepot enregistré";"2.b";Enregistrement;"267720.000";"m3";"10/04/2024"
"0005200447";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"250.000";kW;"18/11/2016"
"0005200447";"2910";Combustion;"A.2";"Déclaration avec contrôle";"7.000";MW;"18/11/2016"
"0005200447";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"260.000";"t/j";"10/04/2024"
"0005206341";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"40000.0";"m2";
"0005206341";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"304.0";kW;
"0005206341";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0003101975";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"30000.000";"m2";"21/10/2016"
"0003101975";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"2.b";Déclaration;"324.000";kW;"21/10/2016"
"0053321002";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"120000.0";"hL/an";
"0053321002";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;
"0005213244";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"10000.0";"m2";
"0005205148";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.a";Autorisation;;;"24/06/2016"
"0005208922";"2410";"Supérieure à 50 kW, mais inférieure ou égale à 250 kW";"2";Déclaration;"92.0";kW;
"0005208922";"2415";"Mise en oeuvre de plus de 1000 L de produits";"1";Enregistrement;"11000.0";L;
"0005208922";"1532";"Stockage bois déclaré";"2.b";Déclaration;"2105.0";"m3";
"0005204029";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"350.000";kW;"22/06/1998"
"0005204029";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.700";MW;"30/07/2025"
"0005204029";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"22/06/1998"
"0003103442";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"56000.0";"m3";
"0003103442";"1532";"Stockage de bois enregistré";"2.a";Enregistrement;"48000.0";"m3";
"0003103442";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"39500.0";"m3";
"0003103442";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"44500.0";"m3";
"0003103442";"1510";"Entrepot enregistré";"2.b";Enregistrement;"270263.0";"m3";
"0003103442";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"3";"Déclaration avec contrôle";"80.0";t;
"0003103442";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"48000.0";"m3";
"0053318430";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"200000.0";"hL/an";
"0005207781";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"10.2";t;
"0005207781";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"890.0";"m3";
"0003103781";"1510";"Entrepot enregistré";"2.b";Enregistrement;"148400.0";"m3";
"0003103781";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"106.16";kW;
"0003103781";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.b";Déclaration;"800.0";"m3";
"0003105980";"2781";"Installations de méthanisation de déchets non dangereux";"1.b";Enregistrement;"68.7";"t/j";
"0053321919";"1510";"Entrepot enregistré";"2.b";Enregistrement;"108000.000";"m3";"16/02/2024"
"0005207471";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0053320846";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"11.7";kW;
"0053320846";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"18800.0";"m3";
"0053320846";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"145000.0";"hL/an";
"0005208337";"2712";"Stockage, dépollution, démontage,? de VHU";"2";Autorisation;"32730.000";"m2";"23/01/2008"
"0005208337";"4725";"Oxygène (numéro CAS 7782-44-7)";"2";Déclaration;;;"23/01/2008"
"0005208337";"2575";"Emploi de matières abrasives";;Déclaration;"32.000";kW;"01/04/2008"
"0005208337";"2560";"Supérieure à 1 000 kW";"1";Enregistrement;"1100.000";kW;"01/04/2008"
"0005201102";"1532";"Stockage bois déclaré";"2.b";Déclaration;"3200.0";"m3";
"0005201102";"2410";"Supérieur à 250 kW";"1";Enregistrement;"800.0";kW;
"0005207315";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1500.000";"m3";"05/09/2023"
"0005207315";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"2935.000";"m3";"05/09/2023"
"0005207315";"2710";"collecte de déchets non dangereux-DC";"2.b";"Déclaration avec contrôle";"298.000";"m3";"05/09/2023"
"0005207291";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"54000.000";"m2";"07/09/2018"
"0005207291";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"07/09/2018"
"0005207291";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"680.000";kW;"07/09/2018"
"0100296975";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"5500.000";"m2";"03/12/2025"
"0100296975";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"260.000";kW;"03/12/2025"
"0005211531";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"2000.000";kW;"30/01/2025"
"0005211531";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"301.000";kg;"05/08/2022"
"0005211531";"1510";"Entrepot enregistré";"2.b";Enregistrement;"686907.000";"m3";"30/01/2025"
"0005211531";"2563";"Supérieure à 500 l, mais inférieure ou égale à 7500 l";"2";"Déclaration avec contrôle";"1278.000";L;"30/01/2025"
"0005211531";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.000";MW;"05/08/2022"
"0005211531";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"05/08/2022"
"0053324928";"2130";Piscicultures;"1";Autorisation;"100.0";"t/an";
"0003102286";"1510";"Entrepot enregistré";"2.b";Enregistrement;"83050.0";"m3";
"0003102286";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;
"0003102286";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"250000.0";"hL/an";
"0005200746";"2410";"Supérieur à 250 kW";"1";Enregistrement;"1007.0";kW;
"0005200746";"1532";"Stockage bois déclaré";"2.b";Déclaration;"6950.0";"m3";
"0005200746";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"110.0";kW;
"0005200746";"2910";Combustion;"A.2";"Déclaration avec contrôle";"4.05";MW;
"0005208789";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"1000.0";"m2";
"0005208789";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"1000.0";"m2";
"0005200842";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"190.000";"m3";"24/04/2012"
"0005200842";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"160.000";kW;"24/04/2012"
"0005200842";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"1";Autorisation;"220.000";"t/j";"24/04/2012"
"0005206630";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"11.0";"t/j";
"0005206630";"2221";"Supérieure à 4t/j";"1";Enregistrement;"6.0";"t/j";
"0005201012";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"15.000";"kg/j";"06/02/2014"
"0005201012";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"0.000";"kg/j";"06/02/2014"
"0005201012";"2575";"Emploi de matières abrasives";;Déclaration;"0.000";kW;"06/02/2014"
"0005201012";"2565";"Traitement de surface";"2.a";Enregistrement;"103335.000";l;"06/02/2014"
"0005201012";"2565";"Traitement de surface";"2.a";Enregistrement;"100952.000";l;"06/02/2014"
"0005201012";"3260";"Traitement de surface";;Autorisation;"101.000";"m3";"06/02/2014"
"0005201012";"2575";"Emploi de matières abrasives";;Déclaration;"45.000";kW;"06/02/2014"
"0003103395";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"12257.0";"m3";
"0003103395";"2563";"Supérieure à 7500 l";"1";Enregistrement;"7501.0";l;
"0005200317";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"1";Autorisation;"1200.000";t;"24/10/2016"
"0005200317";"4001";"Installations présentant un grand nombre de substances";;Autorisation;;;"24/10/2016"
"0005200317";"4421";"Peroxydes organiques type C ou type D";"2";Déclaration;"1500.000";kg;"24/10/2016"
"0005200317";"4441";"Liquides comburants catégorie 1,2 ou 3";"2";Déclaration;"2.500";t;"24/10/2016"
"0005200317";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"90.000";t;"24/10/2016"
"0005200317";"4440";"Solides comburants catégorie 1,2 ou 3";"2";Déclaration;"31.000";t;"24/10/2016"
"0005200317";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"35.000";t;"24/10/2016"
"0005200317";"4620";"Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables, catégorie 1";"2";Déclaration;"20.000";t;"24/10/2016"
"0005200317";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"24/10/2016"
"0005200317";"4511";"Dangereux pour l'environnement aquatique de catégorie chronique 2";"2";"Déclaration avec contrôle";"120.000";t;"24/10/2016"
"0100001700";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"10480.000";"m3";"07/08/2024"
"0100001700";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1600.000";"m3";"07/08/2024"
