codeAiot;numeroRubrique;nature;alinea;regimeAutoriseAlinea;quantiteTotale;unite;dateMotif
"0005201076";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"1";Enregistrement;"1200.000";"m3";"28/01/2015"
"0005201076";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"10000.000";"m2";"28/01/2015"
"0005201076";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"600.000";"m3";"28/01/2015"
"0005201076";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"350.000";"m3";"28/01/2015"
"0005208556";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"10.2";t;
"0005208556";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"1030.0";"m3";
"0003101099";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"2";Enregistrement;"437.000";t;"07/09/2016"
"0005209169";"2445";"Transformation du papier, carton";"1";Enregistrement;"100.000";"t/j";"23/11/1814"
"0005209169";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"3200.000";"m3";"04/08/2025"
"0005211511";"1510";"Entrepot autorisé";"2.a";Autorisation;"668484.0";"m3";
"0005211511";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"97759.0";"m3";
"0005211511";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"124830.0";"m3";
"0005211511";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"107.0";t;
"0005211511";"1450";"Solides inflammables";"2";Déclaration;"400.0";kg;
"0005211511";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.4";MW;
"0005211511";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;
"0005211511";"1532";"Bois ou analogues (dépôt de) dégageant poussières inflammables";"1";Autorisation;"124734.0";"m3";
"0005211511";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"30.0";t;
"0005211511";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"76264.0";"m3";
"0005211511";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"1320.0";kW;
"0005211511";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"89660.0";"m3";
"0005209494";"1185";"Quantité susceptible d'être présente";"2.b";Déclaration;"1600.000";kg;"10/05/2023"
"0005209494";"4220";"Produits explosifs (stockage de)";"4";"Déclaration avec contrôle";"0.720";kg;"10/05/2023"
"0005209494";"1185";"Quantité susceptible d'être présente";"1.a";Autorisation;"930.000";L;"10/05/2023"
"0005209494";"1185";"Quantité de fluide susceptible d'être présente";"3.1.a";Déclaration;"401.000";l;"10/05/2023"
"0005209494";"2793";"Dans les autres cas";"3.b";Autorisation;;;"10/05/2023"
"0005207979";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0005212740";"2910";Combustion;"B.1";Enregistrement;"1.000";MW;"24/10/2016"
"0005200256";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"1.a";Autorisation;"8501.000";"m3/h";"17/04/2019"
"0005200256";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"2";Autorisation;;;"17/04/2019"
"0005200256";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"1";Autorisation;"6317.000";t;"17/04/2019"
"0005200256";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.a";Autorisation;;;"17/04/2019"
"0003107065";"2760";"Autres installations que celles mentionnées au a";"2.b";Autorisation;;;"22/10/2021"
"0003104582";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0003101274";"1510";"Entrepot enregistré";"2.b";Enregistrement;"210412.0";"m3";
"0005208121";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"1";Autorisation;"150.0";t;
"0005208121";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.32";MW;
"0005208121";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"150000.0";"hL/an";
"0005208121";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1707.0";kW;
"0005208121";"1510";"Entrepot enregistré";"2.b";Enregistrement;"73700.0";"m3";
"0005208121";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"25.0";kW;
"0005208121";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;
"0005204933";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"10.200";t;"20/02/2015"
"0005204933";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"890.000";"m3";"20/02/2015"
"0003107198";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"20290.000";"m2";"02/11/2022"
"0003107198";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"198.000";kW;"02/11/2022"
"0005201261";"4120";"Toxicité aiguë catégorie 2";"2.a";Autorisation;"16.500";t;"22/01/2021"
"0005201261";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;"25/03/2026"
"0005201261";"4210";"Produits explosifs (fabrication, chargement, encartouchage, conditionnement...)";"1.a";Autorisation;"767610.000";kg;"25/03/2026"
"0005201261";"4440";"Solides comburants catégorie 1,2 ou 3";"1";Autorisation;"450.820";t;"25/03/2026"
"0005201261";"4441";"Liquides comburants catégorie 1,2 ou 3";"2";Déclaration;"40.470";t;"22/01/2021"
"0005201261";"4140";"Toxicité aiguë catégorie 3 pour la voie d'exposition orale";"2.b";Déclaration;"2.650";t;"22/01/2021"
"0005201261";"4726";"2,4-diisocyanate de toluène (numéro CAS 584-84-9) ou 2,6-diisocyanate de toluène (numéro CAS 91-08-7)";"2";Déclaration;;;"22/01/2021"
"0005201261";"2793";"Dans les autres cas";"3.b";Autorisation;;;"25/03/2026"
"0005201261";"1450";"Solides inflammables";"1";Autorisation;"114.000";t;"22/01/2021"
"0005201261";"4110";"Toxicité aiguë catégorie 1";"1.a";Autorisation;"2.800";t;"22/01/2021"
"0005201261";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"14.000";"kg/j";"22/01/2021"
"0005201261";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.b";Déclaration;"4.450";t;"22/01/2021"
"0005201261";"2790";"Traitement de déchets dangereux";;Autorisation;;;"22/01/2021"
"0005201261";"4421";"Peroxydes organiques type C ou type D";"2";Déclaration;"170.000";kg;"22/01/2021"
"0005201261";"4220";"Produits explosifs (stockage de)";"1";Autorisation;"720620.000";kg;"25/03/2026"
"0005201261";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"1500.000";kg;"22/01/2021"
"0005201261";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"58.400";t;"25/03/2026"
"0005201261";"4420";"Peroxydes organiques type A ou type B";"1";Autorisation;"600.000";kg;"22/01/2021"
"0005201261";"4110";"Toxicité aiguë catégorie 1";"2.a";Autorisation;"7620.000";kg;"22/01/2021"
"0005201261";"4733";"Cancérogènes spécifiques ou les mélanges contenant les cancérogènes";"2";Déclaration;;;"22/01/2021"
"0005201261";"2910";Combustion;"A.2";"Déclaration avec contrôle";"18.700";MW;"25/03/2026"
"0005201261";"4749";"Perchlorate d'ammonium (numéro CAS 7790-98-9)";;Autorisation;;;"25/03/2026"
"0005301335";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"700.000";kW;"31/01/2025"
"0005301335";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"31/01/2025"
"0005301335";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"10500.000";"m2";"31/01/2025"
"0005201299";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"9900.0";"m2";
"0005200878";"2130";Piscicultures;"1";Autorisation;"240.0";"t/an";
"0003103627";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"63.600";t;"27/04/2018"
"0003103627";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"1680.000";kW;"27/04/2018"
"0003103627";"2521";"Centrale d'enrobage à froid de moins de 1500 t/j";"2.b";Déclaration;"1040.000";"t/j";"27/04/2018"
"0003103627";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"70000.000";"m2";"27/04/2018"
"0005206085";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"90000.0";"hL/an";
"0005206085";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.11";MW;
"0005200601";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"300.000";"m3";"15/03/2024"
"0005200601";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"10000.000";"m2";"15/03/2024"
"0005200601";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.500";t;"30/04/2019"
"0005200601";"2716";"déchets non dangereux non inertes (transit)";"2";"Déclaration avec contrôle";"300.000";"m3";"15/03/2024"
"0005200601";"2710";"collecte de déchets non dangereux-DC";"2.b";"Déclaration avec contrôle";"290.000";"m3";"30/04/2019"
"0005200601";"2791";"Déchets non dangereux (traitement)";"1";Autorisation;"400.000";"t/j";"15/03/2024"
"0005200601";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"1010.000";"m2";"15/03/2024"
"0005200601";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"38.500";t;"15/03/2024"
"0005200601";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"1";Enregistrement;"1200.000";"m3";"30/04/2019"
"0003102857";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"316.0";"m3";
"0003102857";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"4.9";t;
"0005200641";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"1.b";"Déclaration avec contrôle";"0.0";L;
"0005201027";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"128.000";kW;"25/06/2018"
"0005201027";"2410";"Supérieur à 250 kW";"1";Enregistrement;"688.000";kW;"25/06/2018"
"0005201027";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1815.000";"m3";"25/06/2018"
"0003103068";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"1000.0";"m2";
"0005200265";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"1";Autorisation;;;
"0005206566";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"460.0";kg;
"0005206566";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"60000.0";"hL/an";
"0005206566";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.5";MW;
"0005200721";"2910";Combustion;"A.2";"Déclaration avec contrôle";"16.215";MW;
"0005200721";"2250";"Alcools, eaux de vie et liqueurs (production par distillation)";"1";Autorisation;"700.0";"hl/j";
"0005200721";"2250";"Alcools,eaux de vie et liqueurs (production par distillation)";"2";Enregistrement;"700.0";"hl/j";
"0005200721";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"3";"Déclaration avec contrôle";"90.0";t;
"0005200721";"2260";"Supérieure à 1 MW mais inférieure à 20 MW";"2.b";"Déclaration avec contrôle";"14.0";MW;
"0005200721";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"8900.0";kW;
"0005200721";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"5000.0";"m3";
"0005200721";"2910";Combustion;"A.1";Enregistrement;"55.0";MW;
"0005200721";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.a";Autorisation;;;
"0005200721";"4718";"Gaz inflammables liquéfiés de catégorie 1 et 2";"2";"Déclaration avec contrôle";;;
"0005200721";"2910";Combustion;"B.1";Enregistrement;"10.0";MW;
"0005200721";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"1";Autorisation;"10.0";"t/j";
"0005200472";"2925";"Charge d'accumulateurs ne dégageant pas d''hydrogène";"2";Déclaration;"2275.000";kW;"09/03/2026"
"0005200472";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"1.a";Enregistrement;"6341.000";"m2";"03/06/2021"
"0005200472";"1413";"Installation de remplissage de gaz naturel - débit > 2000 m3/h";"1.a";Autorisation;"2916.000";"m3/h";"03/06/2021"
"0005212645";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"1.a";Enregistrement;"5041.000";"m2";"02/02/2022"
"0005212645";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"2.b";"Déclaration avec contrôle";"18.500";"kg/j";"02/02/2022"
"0005212645";"1978";"Revêtement et retouche de véhicules";"6";Déclaration;"0.983";"t/an";"02/02/2022"
"0005212645";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.950";MW;"02/02/2022"
"0003104411";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"159.000";kW;"14/10/2025"
"0003104411";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;"12/05/2021"
"0005208771";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"9000.0";"m2";
"0005208771";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"380.0";kW;
"0003102858";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"324.0";"m3";
"0003102858";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"3.8";t;
"0005200343";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"72000.0";"m3";
"0005203713";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0005200820";"2715";"Transit, regroupement ou tri de déchets non dangereux de verre";;Déclaration;"30000.0";"m3";
"0003102406";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"285.0";t;
"0003102406";"2521";"Centrale d'enrobage à chaud";"1";Enregistrement;;;
"0003102406";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"20000.0";"m2";
"0003102406";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;
"0005207328";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"5500.000";"m3";"22/05/2006"
"0005207328";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"10500.000";"m3";"22/05/2006"
"0005207328";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"1300.000";"m3";"22/05/2006"
"0005207328";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"10500.000";"m3";"22/05/2006"
"0005207328";"1510";"Entrepot autorisé";"2.a";Autorisation;"302900.000";"m3";"22/05/2006"
"0005207328";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"350.000";kW;"22/05/2006"
"0005200442";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"536.000";kW;"20/07/2023"
"0005200442";"2791";"Déchets non dangereux (traitement) déclaration";"2";"Déclaration avec contrôle";"9.000";"t/j";"20/07/2023"
"0005200442";"2716";"déchets non dangereux non inertes (transit)";"2";"Déclaration avec contrôle";"950.000";"m3";"20/07/2023"
"0005200442";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"18500.000";"m2";"20/07/2023"
"0005200850";"1450";"Solides inflammables";"1";Autorisation;"20.000";t;"02/09/2022"
"0005200850";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"292.000";kW;"02/09/2022"
"0005200850";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"02/09/2022"
"0005200850";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"99.900";t;"02/09/2022"
"0005200850";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"02/09/2022"
"0005200850";"1510";"Entrepot enregistré";"2.b";Enregistrement;"470000.000";"m3";"02/09/2022"
"0005200850";"4320";"Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2";"2";Déclaration;"139.300";t;"02/09/2022"
"0005200850";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"1000.000";"m3";"02/09/2022"
"0005200850";"4001";"Installations présentant un grand nombre de substances";;Autorisation;;;"02/09/2022"
"0005200850";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.400";MW;"02/09/2022"
"0005200850";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;"02/09/2022"
"0005200850";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"400.000";t;"02/09/2022"
"0005209166";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.9";t;
"0005209166";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"599.0";"m3";
"0005200709";"2781";"Installations de méthanisation de déchets non dangereux";"1.b";Enregistrement;"60.000";"t/j";"30/07/2019"
"0100002853";"4725";"Oxygène (numéro CAS 7782-44-7)";"1";Autorisation;;;
"0005200829";"1510";"Entrepot enregistré";"2.b";Enregistrement;"235060.000";"m3";"06/01/2023"
"0005200829";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"111.000";kW;"06/01/2023"
"0053321180";"1510";"Entrepot enregistré";"2.b";Enregistrement;"206800.0";"m3";
"0053321180";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"80.0";kW;
"0053321180";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"320000.0";"hL/an";
"0005200579";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"6600.000";kW;"10/03/2015"
"0005200579";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"56.000";kW;"23/11/1814"
"0005200579";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"10.000";kW;"23/11/1814"
"0005200579";"2950";"Traitement et développement des surfaces photosensibles";"2.a";Autorisation;"80000.000";"m2";"23/11/1814"
"0005200579";"2910";Combustion;"A.1";Enregistrement;"43.000";MW;"23/11/1814"
"0005200579";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"47.000";t;"23/11/1814"
"0005200003";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"4110.000";"m3";"28/08/2025"
"0005200003";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"4110.000";"m3";"28/08/2025"
"0005200003";"2661";"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)";"2.b";Déclaration;"3.000";"t/j";"28/08/2025"
"0005207666";"2931";"Ateliers d?essais sur banc de moteurs de puissance > à 150 kW";"1";Autorisation;"1560.000";kW;"23/11/1814"
"0005207666";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"10.000";kW;"23/11/1814"
"0005207666";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"30.000";"kg/j";"23/11/1814"
"0005207666";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2200.000";kW;"23/11/1814"
"0005200531";"2340";"Blanchisseries, laveries de linge";"1";Enregistrement;"30.0";"t/j";
"0005200531";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"2";"Déclaration avec contrôle";"0.9";t;
"0005200531";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.b";Déclaration;"3.81";t;
"0005200531";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.7";MW;
"0005211436";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"49500.000";"m2";"04/01/2022"
"0005211436";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"2";Déclaration;"9.000";"t/j";"04/01/2022"
"0005211436";"2516";"Produits minéraux pulvérulents non ensachés (transit)";"1";Enregistrement;"80000.000";"m3";"04/01/2022"
"0005211436";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"200.000";kW;"04/01/2022"
"0005211436";"2518";"Installation de production de béton prêt à l'emploi";b;Déclaration;"2.500";"m3";"04/01/2022"
"0053320994";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"40000.0";"hL/an";
"0005206208";"2781";"Installations de méthanisation de déchets non dangereux";"1.a";Autorisation;"215.000";"t/j";"16/10/2023"
"0005206208";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"2000.000";"m3";"16/10/2023"
"0005206208";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"1";Autorisation;"30.000";"t/j";"28/11/2017"
"0005206208";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"7420.000";"m3";"16/10/2023"
"0005206208";"3550";"stockage temporaire de déchets";;Autorisation;"10800.000";t;"16/10/2023"
"0005206208";"2791";"Déchets non dangereux (traitement)";"1";Autorisation;"340.000";"t/j";"16/10/2023"
"0005206208";"2783";"Déconditionnement de + de 30 t/j de biodéchets";"1";Enregistrement;"69.000";"t/j";"16/10/2023"
"0005206208";"3510";"Traitement de déchets dangereux";;Autorisation;"140.000";"t/j";"28/11/2017"
"0005206208";"2780";"Installations de traitement aérobie de déchets non dangereux";"3.a";Autorisation;"100.000";"t/j";"28/11/2017"
"0005206208";"2750";"Station d'épuration collective d'eaux résiduaires industrielles";;Autorisation;;;"28/11/2017"
"0005206208";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"250.000";kW;"16/10/2023"
"0005206208";"3532";"Valorisation de déchets non dangereux";;Autorisation;"770.000";"t/j";"16/10/2023"
"0005206208";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"10000.000";"m2";"28/11/2017"
"0005206208";"2780";"Installations de traitement aérobie de déchets non dangereux";"2.a";Autorisation;"100.000";"t/j";"28/11/2017"
"0005206208";"2781";"Installations de méthanisation de déchets non dangereux";"2.a";Autorisation;"215.000";"t/j";"16/10/2023"
"0005206208";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.a";Autorisation;"100.000";"t/j";"28/11/2017"
"0005206208";"2782";"Autres traitements biologiques de déchets non dangereux";;Autorisation;;;"28/11/2017"
"0005206208";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.750";MW;"16/10/2023"
"0005206208";"2790";"Traitement de déchets dangereux";;Autorisation;;;"16/10/2023"
"0005204843";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"30000.0";"hL/an";
"0005212662";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"04/08/2017"
"0005212662";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"12000.000";"m2";"04/08/2017"
"0005212662";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"800.000";kW;"04/08/2017"
"0005205442";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"18553.000";"m3";"25/07/2022"
"0005205442";"3532";"Valorisation de déchets non dangereux";;Autorisation;"176.000";"t/j";"25/07/2022"
"0005209361";"2791";"Déchets non dangereux (traitement)";"1";Autorisation;"20.000";"t/j";"15/01/2026"
"0005209361";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"8750.000";"m3";"15/01/2026"
"0005209361";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"2";Déclaration;"7.000";"t/j";"15/01/2026"
"0005209361";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.a";Autorisation;"110.000";"t/j";"15/01/2026"
"0005209361";"3532";"Valorisation de déchets non dangereux";;Autorisation;"130.000";"t/j";"15/01/2026"
"0005201252";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.300";MW;"15/06/2016"
"0005201252";"2221";"Supérieure à 4t/j";"1";Enregistrement;"2.860";"t/j";"15/06/2016"
"0005201252";"1435";"Stations-service";"1";Enregistrement;"23942.000";"m3";"15/06/2016"
"0005201252";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"41.180";kW;"14/02/2012"
"0005201252";"4734";"Produits pétroliers spécifiques et carburants de substitution";"1.c";"Déclaration avec contrôle";;;"15/06/2016"
"0005201252";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"15/06/2016"
"0005201252";"1414";"Gaz inflammables liquéfiés (remplissage ou distribution)";"3";"Déclaration avec contrôle";;;"14/02/2012"
"0005200859";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"197.000";kW;"23/09/2020"
"0005200859";"2760";"Autres installations que celles mentionnées au a";"2.b";Autorisation;;;"23/09/2020"
"0005200859";"2910";Combustion;"B.1";Enregistrement;"7.990";MW;"23/09/2020"
"0005200859";"2510";"Carrières (exploitation de)";"3";Autorisation;"750000.000";t;"23/09/2020"
"0005200859";"3540";"Installation de stockage de déchets de plus de 25 000 t de capacité";"1";Autorisation;"430000.000";t;"23/09/2020"
"0005200859";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"1500.000";"m2";"23/09/2020"
"0005200859";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"990.000";"m3";"23/09/2020"
"0005200859";"2716";"déchets non dangereux non inertes (transit)";"2";"Déclaration avec contrôle";"990.000";"m3";"23/09/2020"
"0005200859";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"197400.000";"m2";"23/09/2020"
"0005205254";"4210";"Produits explosifs (fabrication, chargement, encartouchage, conditionnement...)";"1.a";Autorisation;"350.000";kg;"26/04/2018"
"0005205254";"4220";"Produits explosifs (stockage de)";"1";Autorisation;"24500.000";kg;"26/04/2018"
"0005205254";"2793";"Dans les autres cas";"3.b";Autorisation;;;"26/04/2018"
"0005209013";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0005200350";"2910";Combustion;"A.1";Enregistrement;"15.280";MW;"05/09/2014"
"0005200350";"2160";"Silos autres que plats autorisés";"2.a";Autorisation;"106670.000";"m3";"05/09/2014"
"0053326635";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"45000.000";"hL/an";"19/01/2024"
"0005205422";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0005200564";"2910";Combustion;"A.1";Enregistrement;"34.220";MW;"07/01/2003"
"0005208110";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"1.0";t;
"0005208110";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0005208110";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"7.0";t;
